exporter,tons,year
9,1020734.799,1993
9,714.5927976,1993
9,840.3385462,1993
9,0.880285815,1993
9,178248.6893,1993
9,0.760376971,1993
9,63.15178527,1993
9,5884.423762,1993
9,1413.420578,1993
9,10.09198955,1993
9,250.242625,1993
9,78.08550352,1993
9,9311.392615,1993
9,11004.48602,1993
9,14219.616,1993
9,782.6741524,1993
9,6197.642778,1993
9,38409.77596,1993
9,739717.0587,1993
9,898.2476455,1993
9,33552.15822,1993
9,5775.979012,1993
9,901167.7539,1993
9,131.7484614,1993
9,60.46123236,1993
9,84.9067021,1993
9,251915.537,1993
9,26846.41841,1993
9,0.017295781,1993
9,1954.925562,1993
9,15.20922595,1993
9,1898.707316,1993
9,5297.661973,1993
9,120.0356028,1993
9,20.48849867,1993
9,0.286674767,1993
9,44906.26265,1993
9,5082.235346,1993
9,14125.96911,1993
9,33452.01843,1993
9,650.733695,1993
9,6.118050596,1993
9,1880.874226,1993
9,5.526185122,1993
9,199108.4025,1993
9,159.0599586,1993
9,0.027340885,1993
9,20811.22755,1993
9,115.1712815,1993
9,754.8030088,1993
9,27623.54152,1993
9,172249.3416,1993
9,0.441386655,1993
9,68873.76623,1993
9,151.2302168,1993
9,105.234352,1993
9,3.881455674,1993
9,100.9502572,1993
9,367767.4296,1993
9,8281.588536,1993
9,105.2258642,1993
9,5355.153246,1993
9,12242.07174,1993
9,12236.4482,1993
9,0.202084805,1993
9,310.4082741,1993
9,27050.08057,1993
9,152964.3897,1993
